return_id,order_item_id,customer_id,return_date,return_status,return_reason,refund_amount,refund_reference
58586,6971,140821,02-10-2024,Approved,No longer needed,1075.85,REF585863408
58587,631006,98857,11-07-2026,Approved,Defective item,884.16,REF585879678
58588,90254,139244,27-05-2025,Approved,,603.65,REF585887511
58589,689931,89710,12-09-2024,Refunded,No longer needed,2109.3,REF585896185
58590,635387,133420,07-09-2025,Requested,,680.38,REF585901264
58591,375138,133680,30-03-2024,Approved,Better price found,546.72,REF585919504
58592,694765,21767,19-11-2023,Refunded,Wrong item received,2029.3,REF585921347
58593,872257,133522,06-03-2026,Approved,Item damaged in transit,1296.1,REF585938683
58594,587642,181487,10-07-2026,Approved,Better price found,2536.98,REF585941433
58595,687604,17709,30-11-2024,Refunded,No longer needed,1571.31,REF585953394
58596,414120,7361,23-10-2023,Refunded,Size/fit issue,5681.76,REF585963222
58597,625922,9875,06-04-2023,Refunded,Better price found,4058.49,REF585979297
58598,306920,67235,23-08-2024,Refunded,Better price found,2883.06,REF585981713
58599,672580,153010,14-05-2023,Refunded,Better price found,2662.4,REF585994707
58600,643496,93331,11-11-2024,Refunded,Wrong item received,6225.8,REF586009106
58601,90348,45687,17-04-2025,Refunded,Item damaged in transit,1283.39,REF586013298
58602,640800,168017,12-06-2026,Refunded,Better price found,1304.16,REF586021012
58603,821499,68082,03-12-2023,Refunded,No longer needed,1222.93,REF586035536
58604,621296,186008,28-03-2026,Approved,Size/fit issue,2523.45,REF586046890
58605,98235,153915,01-11-2024,Refunded,No longer needed,572.8,REF586053901
58606,108569,39940,02-08-2023,Rejected,Item damaged in transit,1234,REF586062009
58607,86105,126653,18-01-2023,Approved,Better price found,380.3,REF586073178
58608,610006,183712,01-01-2025,Refunded,Better price found,384.08,REF586087383
58609,579496,190145,10-03-2026,Refunded,Size/fit issue,2089.22,REF586095218
58610,546561,58551,02-08-2026,Approved,Better price found,1549.88,
58611,66188,166936,08-02-2024,Refunded,Item damaged in transit,1403.15,REF586116796
58612,727865,37308,04-02-2025,Refunded,No longer needed,5968.53,
58613,731754,52441,29-07-2023,Refunded,Wrong item received,522.99,REF586131596
58614,223806,29082,31-03-2023,Rejected,Size/fit issue,4197.99,
58615,549013,301,05-08-2026,Rejected,Wrong item received,315.12,REF586152552
58616,50651,198310,13-07-2023,Refunded,Wrong item received,166,REF586164477
58617,975426,116104,30-04-2023,Refunded,Item damaged in transit,1966.36,REF586176357
58618,594100,184434,16-07-2023,Approved,Better price found,736.52,REF586187754
58619,508662,36460,04-11-2025,Refunded,Better price found,3793.86,REF586197299
58620,913912,195029,05-06-2026,Refunded,Wrong item received,209.88,REF586208172
58621,165731,20199,24-01-2024,Approved,No longer needed,5725.14,REF586213891
58622,523334,116392,15-05-2025,Requested,Better price found,309.35,REF586225667
58623,932748,40069,15-06-2024,Rejected,,1945.4,REF586234652
58624,85822,5301,22-04-2024,Refunded,No longer needed,5627.12,REF586249617
58625,522062,98463,09-08-2024,Approved,Defective item,3615.75,REF586253079
58626,490258,56688,22-03-2024,Approved,Size/fit issue,781,REF586265378
58627,516568,53504,31-08-2025,Rejected,Better price found,2563.55,REF586276780
58628,438527,85275,22-07-2025,Refunded,Size/fit issue,3131.98,REF586281113
58629,983872,133958,21-03-2024,Rejected,Defective item,2145.56,REF586293285
58630,603807,83596,06-05-2023,Refunded,No longer needed,3883.36,REF586306536
58631,687265,157934,03-06-2023,Requested,Defective item,738.52,REF586312121
58632,542123,192349,26-10-2023,Approved,No longer needed,2591.88,REF586327648
58633,69938,105943,30-09-2025,Refunded,Wrong item received,1645.28,REF586333945
58634,68808,39699,10-12-2024,Refunded,Wrong item received,8296.65,REF586348986
58635,422186,154933,17-04-2023,Approved,,2355.92,REF586356113
58636,506526,156021,07-03-2026,Approved,Item damaged in transit,2517.52,REF586364393
58637,654307,193945,03-10-2024,Refunded,Better price found,5907.55,REF586374669
58638,867309,99522,17-04-2024,Approved,Better price found,989.25,REF586384528
58639,685314,8093,26-07-2026,Approved,Defective item,2537.92,REF586398325
58640,741260,25832,18-06-2026,Approved,No longer needed,4141.4,REF586405429
58641,641738,52165,05-05-2024,Requested,Better price found,5968.05,REF586418230
58642,277146,173346,14-08-2023,Approved,Defective item,877.16,REF586429394
58643,478765,158178,02-01-2025,Approved,No longer needed,1724.06,
58644,804604,158932,01-01-2024,Approved,Item damaged in transit,2102.56,REF586444740
58645,166350,53898,03-10-2025,Approved,Wrong item received,8682.35,REF586456085
58646,571232,108398,22-02-2026,Requested,Item damaged in transit,588.35,REF586462081
58647,251303,140433,21-01-2026,Rejected,Defective item,3536.55,REF586479040
58648,534194,15092,21-07-2026,Refunded,,287.36,REF586482768
58649,877817,60223,27-01-2025,Rejected,Wrong item received,384.9,REF586498785
58650,721349,75198,16-06-2026,Rejected,,5718.3,REF586504206
58651,951996,60341,25-01-2025,Refunded,Wrong item received,25.05,REF586511358
58652,807770,91355,26-02-2026,Refunded,Better price found,244.04,REF586523183
58653,142210,19237,21-02-2023,Approved,Item damaged in transit,1468.2,REF586537394
58654,10907,79998,05-06-2025,Refunded,Size/fit issue,2217.12,REF586549939
58655,457907,121540,31-05-2024,Approved,Wrong item received,1060.04,REF586557119
58656,542067,76922,23-02-2026,Refunded,Defective item,7826.35,REF586561846
58657,119201,171329,21-07-2023,Approved,Size/fit issue,3483.14,
58658,376456,2195,11-05-2026,Approved,Wrong item received,2100.56,REF586587946
58659,166988,73453,09-10-2024,Requested,Size/fit issue,20.91,REF586599395
58660,612119,18859,26-11-2024,Refunded,No longer needed,1908,REF586608785
58661,221108,63743,01-04-2025,Approved,Defective item,1850.98,REF586615220
58662,54254,199009,16-09-2023,Approved,Defective item,5126.24,REF586626395
58663,800623,38428,13-11-2024,Refunded,Wrong item received,7975.92,REF586631283
58664,971064,27048,10-08-2026,Approved,No longer needed,654.3,REF586645122
58665,940210,177497,18-12-2025,Refunded,No longer needed,1903.48,REF586651391
58666,224414,164168,11-05-2024,Requested,Defective item,373.11,REF586669089
58667,261077,66769,28-09-2023,Approved,Better price found,2006.25,REF586677553
58668,272890,158730,23-05-2023,Approved,,1351,
58669,771155,43173,11-03-2026,Refunded,No longer needed,3708.64,REF586696237
58670,331399,117173,08-04-2023,Refunded,Wrong item received,3113.82,REF586709753
58671,918085,167212,28-04-2026,Refunded,Item damaged in transit,1058.46,REF586713836
58672,225505,49381,28-08-2025,Refunded,Wrong item received,3827.92,REF586724399
58673,66213,130777,31-05-2024,Refunded,Defective item,1290.08,
58674,616331,31443,17-07-2024,Refunded,Size/fit issue,1333.83,REF586743014
58675,220857,569,03-03-2024,Approved,Wrong item received,353.44,REF586754433
58676,749377,116631,16-04-2026,Refunded,Better price found,1895.2,REF586769159
58677,747979,93242,12-06-2023,Approved,Better price found,227.61,REF586777144
58678,219254,100430,14-02-2023,Refunded,Size/fit issue,5181.78,
58679,428737,114445,28-02-2024,Approved,Item damaged in transit,221.43,REF586794899
58680,121675,1793,21-06-2026,Approved,Wrong item received,670.17,REF586807895
58681,258816,193372,28-04-2026,Approved,Better price found,2607.5,REF586811233
58682,766057,138343,05-04-2025,Approved,Item damaged in transit,2714.58,
58683,988697,86353,15-06-2025,Refunded,Item damaged in transit,179.91,REF586835207
58684,570224,80663,30-04-2024,Approved,Better price found,4244,REF586847239
58685,358248,120548,30-11-2024,Refunded,Size/fit issue,6300.64,REF586858650
58686,963979,60831,24-11-2024,Approved,,3478.65,REF586864545
58687,571064,123777,02-04-2024,Rejected,Defective item,7029.2,REF586876770
58688,379318,117757,17-12-2023,Refunded,,7246.48,REF586881308
58689,260632,197635,29-04-2024,Requested,Item damaged in transit,1745.4,
58690,596800,143948,21-06-2023,Approved,Wrong item received,2326.92,REF586905628
58691,355090,77363,23-10-2025,Rejected,No longer needed,691.02,REF586918402
58692,920621,64820,22-03-2025,Refunded,Better price found,1879.44,REF586928924
58693,694929,60046,17-04-2023,Approved,Item damaged in transit,1967.19,REF586937164
58694,486758,138927,21-10-2023,Refunded,No longer needed,776.05,REF586946672
58695,480589,113987,05-07-2025,Approved,Size/fit issue,2572.92,REF586954423
58696,740085,106629,01-04-2024,Approved,Better price found,3703.86,
58697,159736,62673,27-04-2024,Refunded,Item damaged in transit,362.31,REF586979585
58698,818979,120822,17-03-2026,Rejected,,1330.64,REF586988614
58699,821121,74018,15-01-2024,Refunded,No longer needed,7820.36,
58700,586723,90163,09-09-2024,Refunded,Size/fit issue,7196.4,REF587002408
58701,561141,198187,02-07-2023,Refunded,,1828.22,REF587013741
58702,790327,29673,22-05-2025,Refunded,Defective item,1314.32,REF587022688
58703,869610,30476,11-07-2023,Approved,No longer needed,1563.1,REF587034305
58704,432461,31847,20-01-2024,Refunded,Better price found,1999.11,REF587043740
58705,987009,46044,18-03-2024,Requested,Defective item,1828.8,REF587059499
58706,210184,4021,13-06-2026,Refunded,Wrong item received,9742.25,REF587061076
58707,886245,105151,21-04-2023,Refunded,Wrong item received,5489.7,REF587075620
58708,736380,89762,27-01-2026,Approved,No longer needed,1801.68,REF587089828
58709,499989,105348,29-02-2024,Refunded,Item damaged in transit,3218.95,REF587092043
58710,694980,193381,01-02-2023,Refunded,Better price found,3055.62,REF587106912
58711,160706,33446,02-12-2025,Requested,No longer needed,3272.67,REF587115697
58712,525229,162931,28-08-2023,Approved,Defective item,4173.03,REF587127874
58713,783069,87058,11-07-2024,Refunded,Defective item,4758.2,REF587136743
58714,380033,126213,06-10-2025,Requested,Item damaged in transit,4348.92,REF587141884
58715,262749,113502,25-11-2024,Refunded,No longer needed,886.02,REF587151392
58716,81450,44703,12-03-2023,Approved,Size/fit issue,772.94,REF587161484
58717,689607,151622,23-06-2023,Rejected,Defective item,1394.93,REF587174251
58718,314589,103560,22-11-2023,Requested,Size/fit issue,1072.46,REF587189813
58719,404134,19712,14-02-2026,Approved,Wrong item received,2263.54,REF587195386
58720,338483,54861,03-11-2025,Refunded,Wrong item received,5178.93,REF587201596
58721,496274,113611,09-04-2024,Refunded,No longer needed,9722.7,REF587213441
58722,722305,29690,05-05-2024,Refunded,Item damaged in transit,1237.95,REF587226053
58723,879372,2898,09-11-2023,Refunded,,179.52,REF587239796
58724,111091,64759,14-10-2024,Refunded,Wrong item received,3149,REF587249522
58725,373757,116132,09-03-2023,Refunded,,1309.2,REF587254790
58726,489333,73213,12-04-2023,Refunded,Defective item,3222.62,REF587266065
58727,142737,22010,12-11-2023,Refunded,Item damaged in transit,1752,REF587279969
58728,395927,128092,10-03-2024,Refunded,Defective item,145.48,REF587286406
58729,396770,106468,07-02-2024,Rejected,Size/fit issue,3620.4,REF587291409
58730,649400,198106,06-11-2023,Rejected,,1740.7,
58731,350513,52192,29-10-2024,Refunded,Defective item,1991.91,REF587316397
58732,614456,92317,03-07-2025,Requested,Item damaged in transit,1589.12,REF587326937
58733,938946,28631,01-05-2024,Requested,Size/fit issue,1275.98,REF587334211
58734,482964,181891,25-08-2023,Approved,,4812.6,REF587344749
58735,905653,60677,15-11-2023,Refunded,Size/fit issue,1437.87,REF587354336
58736,242338,6300,28-07-2025,Rejected,Item damaged in transit,7698.45,REF587364439
58737,453041,66672,02-08-2025,Refunded,,929.67,REF587379734
58738,644318,55484,31-10-2024,Refunded,,456.31,REF587384007
58739,372992,165726,29-06-2023,Refunded,Defective item,3530.85,REF587391604
58740,524650,148740,10-04-2026,Refunded,Wrong item received,2566.32,REF587406340
58741,778608,198547,15-06-2023,Refunded,Better price found,1915.98,REF587413593
58742,570266,94957,02-06-2025,Refunded,Size/fit issue,1613.22,REF587428229
58743,965769,20441,04-02-2025,Refunded,No longer needed,1797.38,REF587432929
58744,404578,59717,21-07-2024,Refunded,Wrong item received,1766.85,REF587444200
58745,477166,20666,29-10-2025,Rejected,Size/fit issue,4203.25,
58746,228085,70633,24-02-2025,Refunded,Item damaged in transit,457.16,REF587464109
58747,145152,163351,10-02-2026,Refunded,,218.76,REF587478253
58748,774903,153001,19-03-2025,Approved,Defective item,1469.72,REF587485621
58749,794258,94799,02-10-2023,Approved,Item damaged in transit,4140.2,REF587492788
58750,644792,110637,15-02-2023,Requested,,949.14,REF587509972
58751,663605,187367,18-11-2024,Approved,Item damaged in transit,1021.78,REF587519439
58752,712853,155351,22-06-2026,Approved,Defective item,7879.7,REF587524732
58753,992696,4412,15-04-2024,Refunded,Wrong item received,848.28,REF587539610
58754,944132,197822,07-06-2025,Rejected,Defective item,6410.68,REF587544496
58755,321830,83655,01-09-2025,Refunded,Defective item,5060.49,REF587553503
58756,57270,27041,17-10-2024,Rejected,Defective item,1902.86,REF587563546
58757,115058,120483,26-07-2026,Approved,Defective item,5594.8,REF587572527
58758,968032,158743,17-04-2026,Refunded,Size/fit issue,2616.68,REF587587303
58759,14404,31814,25-06-2026,Refunded,Wrong item received,1671.01,REF587594475
58760,969377,412,19-11-2025,Rejected,Item damaged in transit,3540.42,REF587603047
58761,985108,126160,29-01-2024,Refunded,Wrong item received,1003.05,REF587617508
58762,863859,88753,23-10-2025,Refunded,,5065.8,REF587626646
58763,822752,165169,23-07-2025,Approved,Defective item,7520.44,REF587638586
58764,776417,132065,22-03-2024,Refunded,Size/fit issue,5698.02,REF587647478
58765,961372,107733,19-03-2026,Approved,No longer needed,2466.68,
58766,114357,40962,31-08-2024,Refunded,Item damaged in transit,2128.8,REF587663444
58767,761495,141947,17-07-2024,Approved,Wrong item received,265.23,
58768,437715,29129,14-04-2025,Rejected,No longer needed,4397.15,REF587687609
58769,718573,18887,27-07-2023,Requested,No longer needed,3842.96,REF587698650
58770,931449,103588,05-03-2025,Approved,Item damaged in transit,269.52,REF587707153
58771,883127,193657,08-03-2026,Rejected,Better price found,2932.08,REF587714342
58772,211938,160810,16-08-2024,Approved,Item damaged in transit,3091.7,REF587727207
58773,134234,130828,23-07-2023,Refunded,Size/fit issue,2120.56,REF587736053
58774,832522,88604,29-09-2024,Refunded,Better price found,2028.28,REF587745875
58775,484579,73595,05-02-2026,Refunded,No longer needed,2640.81,REF587753215
58776,942683,3235,21-09-2024,Refunded,Item damaged in transit,495.12,REF587768389
58777,558237,99918,17-06-2025,Requested,Size/fit issue,157.55,REF587774181
58778,697539,128958,22-04-2025,Refunded,No longer needed,3813.3,REF587789123
58779,492436,6076,15-11-2023,Refunded,Better price found,1819.37,REF587799424
58780,942593,131786,05-11-2023,Refunded,Defective item,2299.4,REF587808514
58781,85274,198608,21-06-2026,Approved,Defective item,4670.55,REF587817891
58782,11213,116458,16-05-2024,Approved,,3619.36,REF587823646
58783,54267,48802,03-03-2023,Refunded,No longer needed,1385.48,REF587834916
58784,270383,194327,30-01-2023,Approved,Item damaged in transit,8634.6,REF587845817
58785,698404,129612,14-11-2025,Refunded,No longer needed,3040.5,REF587853397
58786,294037,92708,13-03-2023,Approved,Item damaged in transit,622.93,REF587864613
58787,950350,112049,28-12-2023,Refunded,Item damaged in transit,5339.19,REF587879380
58788,859866,185495,24-10-2024,Approved,No longer needed,367.42,REF587886209
58789,462820,65619,22-07-2026,Approved,Defective item,4981.53,REF587899546
58790,119591,199577,26-04-2025,Approved,Defective item,8902.15,REF587904784
58791,266728,143196,31-07-2024,Refunded,Wrong item received,1628.27,REF587918591
58792,217376,193263,29-02-2024,Refunded,Wrong item received,2153.32,REF587921881
58793,143494,179175,28-07-2023,Refunded,Item damaged in transit,1233.52,REF587933662
58794,226827,166994,25-06-2025,Approved,Defective item,1764.69,REF587944877
58795,53046,125223,27-10-2024,Rejected,Item damaged in transit,6427.35,REF587956618
58796,672918,165391,11-12-2023,Refunded,Wrong item received,1658.04,REF587964035
58797,162005,60532,02-02-2023,Approved,Wrong item received,1465.6,REF587971742
58798,198010,191198,21-01-2025,Approved,Wrong item received,3834.25,REF587983569
58799,713879,194767,12-08-2024,Approved,,6066.6,REF587993436
58800,111348,93509,09-05-2024,Approved,No longer needed,2230.22,REF588006451
58801,485944,190482,30-05-2023,Approved,Defective item,7761.88,REF588017515
58802,473860,45167,11-07-2024,Approved,Defective item,1365.96,REF588025313
58803,195606,131521,20-03-2023,Refunded,Wrong item received,3517.98,REF588038601
58804,744758,82209,20-11-2023,Rejected,Size/fit issue,3926.19,REF588043955
58805,897341,74298,27-02-2026,Approved,Wrong item received,3220.24,REF588059095
58806,754193,91189,25-11-2023,Approved,,802.2,REF588069935
58807,679898,56914,29-11-2023,Refunded,Item damaged in transit,1296.5,REF588073764
58808,621643,175929,07-02-2026,Refunded,Wrong item received,1704.33,REF588088700
58809,738810,43647,15-05-2025,Refunded,Item damaged in transit,5600.31,REF588095710
58810,781097,22759,05-05-2024,Approved,Item damaged in transit,7382.8,REF588109122
58811,142958,66990,05-04-2023,Approved,Item damaged in transit,1116.24,REF588117961
58812,404954,119521,06-02-2023,Approved,Size/fit issue,3082.7,REF588126345
58813,328206,55531,28-07-2024,Refunded,Wrong item received,3283.05,REF588134100
58814,853565,83419,19-05-2025,Approved,No longer needed,1510.1,
58815,398997,129328,26-02-2023,Approved,Defective item,4683.27,REF588151629
58816,938898,91,13-05-2023,Approved,Item damaged in transit,2148.36,REF588161448
58817,30710,5017,06-02-2024,Approved,Item damaged in transit,3345.12,REF588174618
58818,714610,31495,21-07-2024,Rejected,Wrong item received,1151.34,REF588183302
58819,592766,44050,14-12-2023,Requested,Better price found,6081.1,
58820,594003,27243,06-12-2025,Refunded,Better price found,2943.2,REF588201860
58821,267693,94183,31-08-2024,Refunded,Defective item,6827.2,REF588212445
58822,82340,40658,23-11-2023,Rejected,Wrong item received,9665.8,REF588221471
58823,311143,86280,23-08-2024,Refunded,Item damaged in transit,3783.33,REF588238090
58824,129013,193118,04-12-2023,Approved,Better price found,595.35,REF588248898
58825,88099,119155,08-03-2026,Refunded,Item damaged in transit,805.96,REF588258299
58826,10343,186267,05-06-2025,Requested,Defective item,2837.44,
58827,243759,158856,02-10-2023,Approved,Item damaged in transit,405.54,REF588274189
58828,721655,79383,19-06-2023,Rejected,Defective item,297.5,REF588288434
58829,293956,160345,24-08-2024,Rejected,Better price found,445.6,REF588297305
58830,347698,85126,17-11-2024,Refunded,Size/fit issue,9737.65,REF588308153
58831,217676,177746,10-12-2023,Approved,,4549.04,REF588314133
58832,182744,183217,16-02-2023,Approved,Defective item,586,REF588324374
58833,314604,170135,07-02-2024,Refunded,Size/fit issue,2466.27,REF588337988
58834,576177,166229,13-07-2025,Refunded,Size/fit issue,7752.32,REF588343549
58835,834798,16254,29-07-2024,Refunded,Size/fit issue,1285.27,REF588353449
58836,380746,85664,15-12-2024,Refunded,Item damaged in transit,4120.88,REF588363168
58837,491106,120843,04-07-2025,Requested,Better price found,1456.34,REF588372069
58838,557022,167370,22-09-2024,Refunded,Better price found,7136.44,REF588383614
58839,152247,100166,15-04-2025,Refunded,Size/fit issue,2009.16,REF588391678
58840,702139,103576,09-02-2025,Approved,No longer needed,4600.6,REF588409418
58841,176513,44856,10-11-2025,Refunded,Wrong item received,3055.92,REF588412803
58842,790495,182535,24-09-2024,Approved,Wrong item received,2609.6,REF588425489
58843,364999,73165,26-03-2024,Approved,Wrong item received,615.33,REF588434274
58844,997032,71574,06-09-2023,Refunded,Wrong item received,6402.25,REF588447878
58845,961654,77368,06-10-2024,Refunded,No longer needed,671.72,REF588458679
58846,896468,70846,16-10-2023,Approved,No longer needed,1689.54,REF588462892
58847,737612,195189,24-05-2023,Refunded,Size/fit issue,3876.16,REF588472047
58848,421261,141753,13-02-2026,Refunded,Wrong item received,275.92,REF588488380
58849,984776,126282,23-07-2025,Refunded,Better price found,1842.66,REF588495742
58850,632939,136072,30-06-2024,Refunded,Wrong item received,2104.14,
58851,963718,129440,25-02-2023,Rejected,,2250.84,REF588514854
58852,590141,151919,30-06-2023,Approved,Better price found,988.84,REF588524589
58853,713303,96894,27-08-2025,Refunded,,181.88,REF588534407
58854,770509,146495,07-09-2023,Approved,Size/fit issue,4631.07,REF588544799
58855,848719,133410,04-04-2023,Approved,No longer needed,530.54,REF588552823
58856,339563,194086,04-05-2024,Approved,Better price found,3394.92,REF588565773
58857,162574,31738,12-05-2024,Rejected,Better price found,1607.07,REF588571669
58858,581865,23110,05-07-2026,Requested,Item damaged in transit,1129.08,REF588585080
58859,42219,146342,30-01-2026,Refunded,No longer needed,57.26,REF588596772
58860,45366,44922,28-02-2024,Rejected,No longer needed,992.55,REF588608756
58861,426833,77994,08-04-2026,Refunded,Better price found,3154.8,REF588616100
58862,586825,111393,11-12-2023,Refunded,Item damaged in transit,3046.7,REF588626435
58863,856327,155658,06-02-2023,Approved,Size/fit issue,5559.96,REF588637696
58864,495317,78045,26-02-2023,Refunded,Defective item,1789.97,REF588642078
58865,447034,100016,30-05-2025,Refunded,Wrong item received,3028.15,REF588657184
58866,241962,23519,13-01-2025,Rejected,Item damaged in transit,860.12,REF588665005
58867,822847,189836,03-02-2024,Approved,Defective item,3129.98,REF588677281
58868,138203,83607,08-02-2024,Refunded,Defective item,5254.25,REF588689039
58869,71580,88068,17-02-2023,Refunded,Better price found,4415.85,REF588694411
58870,777807,162364,08-10-2024,Approved,Better price found,108.54,REF588701503
58871,328661,123329,13-07-2024,Refunded,Wrong item received,805.17,REF588712903
58872,591090,16049,20-08-2023,Approved,Wrong item received,5920.64,REF588727434
58873,642481,82251,11-07-2023,Refunded,Defective item,4868.88,REF588739467
58874,108945,137532,04-06-2025,Refunded,Better price found,6642.12,REF588741520
58875,204409,164653,04-11-2023,Refunded,Defective item,3576.9,REF588754607
58876,724361,172645,10-12-2023,Approved,Size/fit issue,3729.26,
58877,130438,68421,20-06-2023,Refunded,Wrong item received,1785.2,REF588773038
58878,837328,172914,23-08-2024,Refunded,No longer needed,873.09,REF588788560
58879,986856,189107,02-07-2023,Refunded,Item damaged in transit,6592.65,REF588791160
58880,464976,102598,01-03-2026,Refunded,Size/fit issue,4886.04,REF588803858
58881,184675,129614,04-05-2024,Requested,Size/fit issue,442.2,REF588815457
58882,390224,173410,28-06-2025,Refunded,No longer needed,1585.35,REF588824590
58883,225172,195281,07-01-2025,Refunded,Better price found,1351.38,REF588835562
58884,360324,33895,10-10-2024,Refunded,Item damaged in transit,1034.39,REF588842202
58885,315108,111434,23-08-2023,Requested,,3289.32,REF588856131
58886,421456,161032,15-06-2026,Rejected,Better price found,3518.76,REF588861848
58887,886624,66789,12-11-2025,Refunded,Size/fit issue,3195.96,
58888,438918,194009,04-06-2026,Refunded,Wrong item received,5348.4,REF588887278
58889,171712,146868,03-08-2024,Approved,Item damaged in transit,1469.51,REF588896654
58890,439382,93059,10-02-2026,Refunded,,3738,REF588908341
58891,511682,111456,16-05-2026,Approved,Better price found,4436.75,REF588919135
58892,848997,173051,04-03-2025,Refunded,Item damaged in transit,61.12,REF588927033
58893,391415,21540,21-05-2026,Refunded,Size/fit issue,1091.77,REF588934083
58894,894923,114327,22-06-2024,Refunded,Better price found,769.45,REF588947453
58895,50145,137808,24-07-2023,Approved,Item damaged in transit,1307.76,REF588955703
58896,720047,149820,03-08-2026,Requested,Item damaged in transit,4542.57,REF588963964
58897,314982,118825,30-04-2026,Approved,Wrong item received,2148.96,REF588975290
58898,821332,167205,18-12-2024,Requested,Item damaged in transit,403.45,
58899,194254,167426,27-07-2023,Refunded,Defective item,255.76,REF588999048
58900,340997,98999,18-05-2025,Rejected,Item damaged in transit,5894.76,REF589008745
58901,48084,5130,08-07-2024,Requested,No longer needed,3934.04,REF589019215
58902,737905,55316,22-06-2026,Approved,,5100.72,REF589024677
58903,951943,196474,22-05-2023,Refunded,Defective item,634.73,REF589034296
58904,445652,164065,03-07-2023,Refunded,Item damaged in transit,3077.28,REF589043793
58905,632937,84774,21-03-2024,Requested,Better price found,647.66,REF589053510
58906,30574,126275,09-02-2023,Refunded,Defective item,69.49,REF589067318
58907,632201,157315,06-05-2023,Approved,Item damaged in transit,1779.95,REF589077054
58908,796973,47942,20-06-2024,Approved,Size/fit issue,1734.84,REF589083930
58909,475992,77798,13-08-2025,Refunded,No longer needed,2411.55,REF589092552
58910,374565,93574,12-06-2025,Approved,Better price found,2927.38,REF589101090
58911,924964,97960,20-04-2023,Approved,No longer needed,2562.14,REF589113253
58912,305024,108288,18-08-2025,Refunded,No longer needed,4086.15,REF589122052
58913,925283,102243,09-07-2025,Requested,,2447.52,REF589134896
58914,898925,198323,28-03-2023,Requested,Size/fit issue,1314.92,REF589147288
58915,630684,154690,09-03-2024,Rejected,Size/fit issue,4583.13,REF589154950
58916,210814,6985,23-03-2026,Refunded,Size/fit issue,7489.12,REF589168569
58917,852586,40404,07-03-2026,Refunded,Better price found,6125.32,
58918,983655,196312,10-03-2024,Approved,No longer needed,4228,
58919,616788,70984,04-06-2024,Refunded,Wrong item received,2699.22,REF589193744
58920,234911,104717,30-06-2026,Refunded,Size/fit issue,1023.03,REF589202075
58921,265000,126445,13-04-2024,Approved,No longer needed,823.62,REF589217940
58922,626576,24683,10-12-2023,Requested,Wrong item received,475.76,REF589223840
58923,991350,78846,27-05-2026,Approved,Better price found,8711.5,REF589237706
58924,793312,132247,26-04-2023,Approved,Defective item,3503,REF589247925
58925,650568,47636,07-08-2023,Rejected,,6303.88,REF589253725
58926,450855,4515,29-02-2024,Refunded,Size/fit issue,3210.24,REF589263649
58927,513402,53679,27-07-2024,Approved,,9452.65,REF589275035
58928,244726,24566,24-08-2023,Approved,Better price found,1486.57,
58929,717281,132838,15-01-2024,Refunded,Better price found,1215.15,REF589297380
58930,738887,136092,28-06-2026,Refunded,Better price found,273.57,REF589309726
58931,473429,104390,17-07-2025,Approved,Defective item,6368.35,REF589318304
58932,682104,197314,09-08-2024,Refunded,Defective item,616.89,
58933,739237,6519,01-11-2024,Refunded,Item damaged in transit,5919.05,REF589337783
58934,854020,94871,17-02-2026,Approved,Defective item,31.36,REF589341856
58935,318653,29163,25-05-2026,Refunded,Wrong item received,4337.4,REF589354713
58936,566844,135877,07-04-2025,Rejected,Better price found,2942.31,REF589362871
58937,898172,160879,24-01-2023,Approved,,1916.69,REF589375229
58938,961262,51626,19-09-2025,Refunded,,1256.83,REF589389435
58939,14121,162917,11-04-2024,Approved,Wrong item received,1181.97,REF589394336
58940,243383,94507,25-06-2024,Refunded,No longer needed,98.81,REF589402625
58941,88887,19250,15-09-2024,Rejected,Item damaged in transit,981.05,REF589413265
58942,647210,53397,22-02-2025,Approved,No longer needed,1429.01,REF589429014
58943,280208,188710,10-01-2025,Refunded,Item damaged in transit,2937.52,REF589436398
58944,67368,63889,07-06-2023,Refunded,Wrong item received,7688.88,REF589447533
58945,49870,139777,19-01-2024,Approved,Better price found,1972.68,REF589451874
58946,270706,54978,05-09-2023,Refunded,,4867.9,REF589466854
58947,677500,39015,13-11-2025,Refunded,Wrong item received,2062.62,REF589478531
58948,677495,139348,25-02-2026,Approved,Better price found,3728.82,REF589487160
58949,591917,154846,10-11-2025,Rejected,No longer needed,929.82,REF589496419
58950,390033,78846,24-05-2025,Rejected,Item damaged in transit,1734.84,REF589502894
58951,724903,51805,02-05-2024,Refunded,No longer needed,2248.3,REF589518422
58952,570643,96996,06-06-2024,Rejected,No longer needed,114.04,REF589523212
58953,1872,100425,14-10-2025,Refunded,Defective item,6870.44,REF589534212
58954,416102,176723,10-11-2025,Rejected,Defective item,603.61,REF589541764
58955,381484,182065,13-10-2025,Requested,Defective item,893.04,REF589552135
58956,540500,115166,12-12-2024,Approved,Size/fit issue,3416.06,REF589568775
58957,761598,15421,17-03-2023,Approved,Better price found,1702.65,REF589579104
58958,633057,159766,11-07-2024,Refunded,Size/fit issue,2480.56,REF589589011
58959,682151,131233,22-06-2025,Refunded,Size/fit issue,879.76,REF589599650
58960,652087,46303,06-06-2024,Requested,Wrong item received,727.97,REF589609897
58961,959630,85999,05-07-2025,Approved,Item damaged in transit,4191.24,REF589614030
