purchase_order_id,supplier_id,warehouse_id,product_id,order_date,quantity,unit_cost,status,expected_delivery_date
49722,1282,7,16837,2025-09-12,903,304.67,Received,2025-10-26
49723,521,10,1287,2026-07-30,1304,817.29,Received,2026-08-22
49724,1492,11,19580,2023-04-14,160,871.54,In Transit,2023-04-28
49725,675,7,34757,2026-06-09,786,315.74,Received,2026-07-10
49726,936,11,7766,2026-06-25,308,49.24,Received,2026-07-11
49727,1299,13,28682,2025-04-07,1080,154.5,Ordered,2025-05-15
49728,1115,6,15730,2026-02-02,232,396.68,Ordered,2026-03-14
49729,1282,5,32615,2025-01-07,1623,682.37,Received,2025-01-21
49730,453,21,10094,2022-10-27,1028,727.36,Received,2022-11-15
49731,140,24,39715,2023-01-31,876,220.16,In Transit,2023-02-05
49732,271,1,14753,2025-03-23,1039,269.47,Received,2025-04-24
49733,598,3,37121,2026-07-04,4670,895.54,Received,2026-08-05
49734,783,7,16346,2024-03-29,1786,9.57,Received,2024-04-16
49735,508,18,37756,2022-12-19,1224,656.99,Ordered,2023-01-19
49736,565,10,1980,2023-03-15,998,1177.73,Received,2023-04-25
49737,1327,24,28988,2025-07-22,1708,900.33,Ordered,
49738,770,4,34164,2026-03-16,3595,1175.93,Ordered,2026-04-22
49739,1028,2,21032,2024-11-18,1070,192.9,Received,2024-11-30
49740,839,3,39345,2025-12-09,4237,58.53,Ordered,2026-01-12
49741,1146,11,22450,2023-08-11,4472,697.24,Received,2023-09-18
49742,1326,16,1969,2023-06-10,2521,213.74,Received,2023-06-16
49743,972,24,15823,2022-11-29,4669,553.96,Ordered,2022-12-28
49744,1497,20,9110,2025-08-06,211,569.76,Ordered,2025-09-06
49745,413,6,30145,2024-12-03,3595,734.54,Received,2024-12-08
49746,121,11,6779,2026-01-17,4174,170.7,In Transit,
49747,592,4,19973,2023-06-24,3483,204.03,Received,2023-07-12
49748,1350,17,9898,2023-09-11,530,362.19,Received,2023-10-25
49749,957,4,24280,2023-12-23,1703,903.25,Received,2024-01-17
49750,115,2,15895,2024-03-22,1074,303.87,Received,2024-03-27
49751,11,11,3080,2026-07-26,3011,402.32,Received,2026-08-15
49752,599,5,8339,2024-07-16,1975,1104.79,In Transit,2024-08-11
49753,40,18,18086,2022-06-15,4311,115.4,Received,2022-07-01
49754,745,24,4512,2026-07-26,1375,859.15,Received,2026-08-11
49755,1108,25,17205,2024-10-02,2762,43.96,In Transit,2024-11-03
49756,472,18,31570,2026-04-08,4071,99.94,In Transit,2026-05-16
49757,563,23,16673,2023-03-02,2090,734.78,Received,2023-03-16
49758,705,12,39293,2022-06-03,4504,22.65,Ordered,2022-07-10
49759,1054,7,22855,2024-06-27,2433,200.74,Received,2024-07-29
49760,647,5,3513,2022-08-07,1541,163.6,In Transit,2022-08-19
49761,995,17,39431,2026-06-13,4538,559.47,Received,
49762,1261,12,35925,2024-08-09,74,554.94,Received,2024-08-19
49763,370,22,24535,2023-06-20,3127,401.72,Ordered,2023-07-27
49764,1156,5,11973,2026-01-21,2888,715.79,Ordered,2026-03-04
49765,449,18,15309,2024-10-15,893,522.43,Received,2024-10-21
49766,275,17,34170,2024-09-15,633,598.52,Received,2024-10-24
49767,133,5,2407,2024-03-24,2316,349.86,Received,2024-04-04
49768,1037,23,2517,2024-05-14,936,266.48,In Transit,2024-05-30
49769,1421,15,25416,2026-06-06,2071,487.63,Received,2026-06-28
49770,39,19,12118,2023-02-06,2784,958.31,Received,
49771,559,18,24730,2024-02-03,979,153.27,Ordered,2024-03-01
49772,1371,10,23717,2023-08-03,3296,589.16,Received,2023-09-06
49773,862,18,7272,2024-04-02,2909,86.4,Ordered,2024-05-02
49774,792,9,22435,2024-06-05,3030,331.67,In Transit,2024-06-12
49775,982,12,18280,2022-12-02,2979,435.77,Received,
49776,621,22,27060,2024-07-26,1499,656.97,Received,2024-08-27
49777,1078,5,38761,2023-11-06,1841,1119.15,Ordered,2023-12-06
49778,1297,17,14452,2025-05-06,293,980.44,Received,2025-05-21
49779,739,9,33468,2025-06-19,2708,777.51,Ordered,2025-07-07
49780,1458,19,18249,2022-08-09,490,871.94,Received,2022-09-15
49781,1017,17,16482,2023-02-01,4534,115.41,Received,2023-02-27
49782,1263,2,31903,2022-07-09,1978,816.96,Received,2022-08-16
49783,577,16,16198,2024-09-12,353,398.55,Received,2024-10-20
49784,445,7,8591,2023-09-27,1872,584.22,In Transit,2023-10-05
49785,373,12,37194,2025-03-22,4779,9.88,Ordered,2025-04-09
49786,659,10,38872,2023-01-06,262,514.7,Ordered,2023-01-26
49787,1141,20,952,2025-08-17,3000,70.39,Received,2025-09-15
49788,1009,22,6587,2025-03-30,2371,1018.11,Received,2025-04-22
49789,1119,16,9810,2025-05-30,1631,522.89,In Transit,2025-06-16
49790,1470,19,24126,2023-05-29,2115,1183.16,In Transit,2023-06-11
49791,1106,22,2927,2024-04-14,3647,976.24,Received,2024-04-29
49792,1313,25,18237,2022-09-14,950,16.75,Received,2022-10-25
49793,563,12,11267,2026-03-27,4399,657.51,Received,2026-04-04
49794,1201,4,3817,2022-11-29,2457,362.28,Cancelled,2023-01-04
49795,1034,1,23993,2025-05-17,3354,740.17,In Transit,2025-05-24
49796,1156,17,10384,2022-06-09,2679,672.67,In Transit,2022-07-02
49797,269,2,2961,2022-08-07,572,427.51,Received,2022-09-12
49798,468,21,26836,2024-07-23,4456,78.91,Received,2024-08-31
49799,1290,11,13056,2024-11-09,1051,341.78,Ordered,2024-12-04
49800,517,15,19538,2022-09-21,1757,957.28,Ordered,2022-10-15
49801,1365,12,34197,2024-09-06,2197,245.9,Received,2024-10-11
49802,172,3,17248,2024-07-17,3859,779.32,Received,2024-08-04
49803,770,20,20447,2023-07-19,1695,855.68,In Transit,2023-09-01
49804,424,25,26544,2025-05-15,4450,1048.31,Received,2025-06-07
49805,1238,20,22416,2026-06-05,4779,669.43,Received,2026-06-17
49806,290,17,21442,2024-03-04,3665,240.41,Received,
49807,1454,9,38203,2025-04-06,1201,173.56,Received,2025-04-28
49808,630,12,21055,2026-07-02,1562,52.6,Ordered,2026-07-16
49809,796,16,6636,2026-06-23,3487,676.76,Received,2026-07-26
49810,702,18,25223,2023-06-24,1324,239.11,In Transit,2023-07-17
49811,1388,1,548,2025-06-05,1490,590.76,Received,2025-07-17
49812,240,9,30353,2024-04-03,4194,643.56,Ordered,2024-04-24
49813,7,20,36329,2023-02-23,4401,38.48,Received,2023-03-05
49814,1422,4,39679,2023-09-21,277,518.23,Received,2023-10-14
49815,270,16,37706,2025-09-20,820,133.17,Ordered,2025-10-13
49816,644,10,39138,2025-01-27,2630,518.14,In Transit,2025-03-02
49817,864,8,36371,2023-04-05,3893,77.13,Received,2023-04-16
49818,552,1,11096,2023-12-15,1880,672.4,Received,2024-01-20
49819,366,5,39312,2025-06-02,470,154.05,Received,2025-06-15
49820,1150,12,2666,2026-02-11,4655,611.01,Ordered,
49821,1325,8,26509,2026-04-05,884,896.46,Received,2026-04-18
49822,275,22,38527,2025-09-20,1275,39.17,Received,2025-10-12
49823,3,14,4975,2024-11-11,3418,821.49,Ordered,2024-11-27
49824,388,8,39220,2023-04-26,2455,702.58,Received,2023-06-04
49825,983,22,12311,2026-07-29,2334,610.01,Received,2026-08-10
49826,78,9,737,2022-06-24,3989,971.22,Received,2022-07-18
49827,1251,1,22185,2025-07-20,1611,624.49,Ordered,2025-08-04
49828,1462,24,1185,2026-02-26,1488,272.5,In Transit,2026-03-31
49829,1284,8,4243,2023-08-09,1031,596.91,Received,2023-09-01
49830,281,23,9980,2025-08-16,1599,284.49,Received,2025-09-01
49831,720,8,27288,2023-12-01,3063,1035.34,In Transit,2023-12-26
49832,733,9,20092,2026-01-26,3063,500.42,In Transit,2026-02-10
49833,337,19,105,2024-08-07,513,770.8,Received,2024-08-18
49834,587,17,12701,2023-01-30,3136,369.47,Received,2023-02-13
49835,1279,4,38800,2024-12-23,2589,186.91,Ordered,2025-01-07
49836,249,2,14392,2024-08-17,3436,588.34,Received,2024-08-26
49837,1420,5,35088,2025-02-12,2948,1194.18,In Transit,2025-02-24
49838,1257,25,7765,2022-08-27,4412,827.2,Received,2022-10-05
49839,906,10,18481,2025-06-20,4370,377.16,Received,2025-07-15
49840,759,14,6528,2023-02-27,2801,15.01,Received,2023-03-30
49841,605,22,15995,2026-05-07,1864,761.12,In Transit,2026-05-16
49842,723,6,33738,2022-08-01,2195,641.35,In Transit,2022-08-29
49843,791,9,18316,2026-02-27,4141,97.91,Received,2026-04-02
49844,695,12,7347,2025-07-06,4789,505.9,Received,2025-07-11
49845,349,22,4197,2022-09-19,3495,432.31,Received,2022-10-11
49846,1260,4,31837,2023-06-11,1389,12.7,In Transit,2023-07-19
49847,300,8,30693,2024-10-08,4426,532.05,In Transit,2024-10-22
49848,243,8,9417,2025-01-04,3916,127.24,Received,2025-01-27
49849,623,16,35930,2025-07-29,994,316.59,Received,2025-09-09
49850,858,21,10942,2022-11-06,4753,306.31,Ordered,2022-11-21
49851,1151,11,7392,2023-02-16,3172,593.89,In Transit,2023-03-16
49852,1498,8,13751,2025-02-25,2473,325.52,Received,2025-03-20
49853,1450,13,7825,2024-02-19,2584,1058.06,Received,2024-03-31
49854,1,14,12977,2024-02-23,3412,157.95,Received,2024-03-11
49855,813,14,19604,2024-10-15,967,707.07,Received,2024-11-03
49856,290,17,17858,2022-10-08,2938,222.6,Ordered,2022-10-18
49857,1031,22,5181,2023-12-19,4931,106.8,Ordered,2024-01-31
49858,1169,2,24192,2023-08-28,2019,532.17,Received,2023-10-06
49859,1402,24,21207,2025-07-30,3837,992.8,Received,2025-09-01
49860,1165,8,39614,2024-06-28,638,299.97,Received,2024-08-01
49861,418,21,35043,2022-11-10,3786,119.86,In Transit,2022-12-03
49862,1282,8,39900,2023-11-05,2975,603.24,In Transit,2023-11-24
49863,52,12,32204,2022-09-28,4263,298.95,Received,2022-10-08
49864,659,5,1971,2024-10-27,3187,973.48,Received,
49865,918,17,25505,2024-12-07,2885,87.38,Ordered,2025-01-19
49866,142,14,38083,2023-01-29,1551,117.03,Cancelled,2023-03-07
49867,242,18,15050,2026-03-30,361,346.36,Received,2026-05-04
49868,889,10,27905,2025-08-17,1558,301.64,Received,2025-09-10
49869,1425,22,8138,2024-02-24,628,1149.81,Received,2024-03-17
49870,1380,6,7826,2022-09-23,4427,149.15,In Transit,
49871,738,9,29048,2023-09-11,4399,530.12,In Transit,2023-09-27
49872,172,8,10556,2024-08-08,898,760.69,Received,2024-09-18
49873,1292,21,11055,2024-06-06,4298,789.0,Received,2024-06-13
49874,33,16,31799,2022-06-06,786,920.02,Ordered,2022-07-13
49875,457,13,31924,2023-01-23,1428,832.49,In Transit,2023-02-24
49876,1109,22,32597,2025-12-30,949,30.5,In Transit,2026-01-17
49877,596,1,31914,2026-04-29,2121,991.67,Ordered,2026-06-05
49878,553,20,20674,2023-07-07,644,848.38,In Transit,
49879,1114,15,27447,2025-01-29,4724,494.52,In Transit,2025-02-16
49880,1177,17,4292,2022-08-04,1097,642.92,In Transit,2022-08-18
49881,780,5,30452,2022-08-23,4607,894.52,Ordered,2022-09-23
49882,1444,5,13715,2026-03-14,4656,998.6,Received,2026-03-21
49883,364,17,5475,2025-07-31,1550,567.53,Received,2025-09-09
49884,1469,4,33042,2026-03-26,4181,456.64,Cancelled,2026-04-29
49885,371,25,38688,2023-03-24,3256,980.3,Received,2023-04-26
49886,38,25,34512,2023-05-14,416,282.63,In Transit,2023-05-20
49887,23,13,26416,2023-02-20,2751,419.98,Received,2023-03-08
49888,640,19,33743,2026-07-13,1863,1021.8,Received,2026-08-20
49889,729,14,13603,2026-05-01,1654,694.7,Ordered,2026-05-29
49890,395,14,26413,2024-11-22,2559,659.32,In Transit,
49891,1137,20,23865,2025-11-18,4747,111.06,Received,2025-12-16
49892,867,10,12709,2026-03-11,1189,1288.3,Received,2026-03-19
49893,1251,7,22185,2025-03-29,4702,740.3,Received,
49894,745,8,13640,2022-07-02,1384,1139.89,Ordered,2022-08-15
49895,1391,22,14125,2025-10-28,4797,578.82,Received,2025-11-21
49896,75,6,11910,2024-06-06,4144,1076.91,Cancelled,2024-07-09
49897,826,25,1795,2025-04-24,4514,751.13,Cancelled,2025-05-30
49898,661,13,13125,2025-08-21,1775,164.46,Ordered,2025-09-11
49899,286,21,1055,2025-05-04,1046,572.97,Received,2025-06-13
49900,1260,20,5740,2026-03-18,1455,173.5,Received,2026-04-17
49901,160,25,36749,2025-12-09,2946,120.02,Ordered,2025-12-27
49902,231,13,38676,2023-12-05,2493,6.47,Received,2024-01-18
49903,122,18,39199,2023-10-15,2513,608.06,Received,2023-11-08
49904,1468,4,32789,2024-05-27,1597,683.65,Ordered,2024-06-02
49905,103,16,26042,2025-05-11,1842,534.65,Ordered,2025-05-24
49906,621,6,9054,2024-04-21,782,579.02,Received,2024-05-31
49907,130,5,34560,2023-07-04,3499,631.68,Received,2023-08-16
49908,1478,24,11896,2025-12-18,2814,799.54,Ordered,2026-01-01
49909,1014,5,18695,2025-12-25,1610,849.37,Received,2026-01-31
49910,241,18,39802,2024-02-14,2258,715.94,Received,2024-03-15
49911,1460,18,15164,2024-06-16,2723,43.25,Ordered,2024-06-22
49912,456,12,1594,2022-07-11,3892,102.57,Ordered,2022-07-21
49913,697,20,10209,2023-04-17,4901,266.07,Received,2023-04-27
49914,711,9,18490,2023-06-18,1006,882.09,Ordered,
49915,57,20,3395,2022-07-01,2180,522.83,Ordered,2022-07-27
49916,311,8,26970,2026-07-31,724,379.3,Received,2026-08-11
49917,157,15,25028,2023-01-02,2511,825.09,In Transit,2023-02-04
49918,1472,9,33002,2023-10-25,648,996.41,Received,2023-11-19
49919,326,3,24574,2024-05-06,2640,1084.4,Received,2024-05-11
49920,21,5,17523,2025-01-04,1696,354.14,Received,2025-02-14
49921,329,7,29511,2026-05-12,3243,749.65,Received,2026-06-10
49922,1233,9,33996,2025-11-01,160,74.37,Ordered,2025-11-21
49923,387,15,12355,2024-09-18,3963,428.01,In Transit,2024-10-01
49924,218,8,23577,2022-11-29,3456,894.41,In Transit,2023-01-03
49925,5,20,5446,2024-11-07,3961,392.87,Ordered,2024-11-12
49926,1290,22,22703,2022-07-13,3601,1222.95,Received,2022-08-07
49927,612,7,23572,2025-11-07,139,383.3,In Transit,2025-12-16
49928,435,25,36506,2022-06-19,3015,1018.1,Received,2022-07-07
49929,1455,15,31385,2023-04-10,2446,139.33,In Transit,2023-05-10
49930,1468,6,18947,2022-11-08,1820,805.05,Ordered,2022-11-30
49931,1488,5,4206,2024-01-07,2309,828.36,Received,2024-01-25
49932,1070,2,3486,2024-02-14,1105,278.3,Received,2024-02-23
49933,1399,12,38664,2023-04-27,3648,629.46,Received,2023-06-04
49934,442,19,17564,2026-06-15,4675,573.82,Received,
49935,160,16,21312,2026-04-28,4057,792.45,Ordered,2026-05-16
49936,138,4,2044,2025-08-08,1626,288.66,Received,2025-08-15
49937,906,19,18481,2025-02-12,2418,330.78,Received,2025-02-26
49938,372,19,29899,2026-05-08,1803,630.11,In Transit,2026-06-17
49939,951,9,29178,2023-02-17,1849,930.76,Ordered,2023-03-02
49940,719,12,37162,2024-08-03,2196,757.91,Received,2024-08-11
49941,827,5,7231,2026-06-13,1008,448.74,Cancelled,
49942,1344,19,37894,2022-10-15,1038,669.61,Ordered,2022-10-24
49943,119,19,861,2026-02-20,3350,266.9,Received,2026-03-22
49944,1180,11,35803,2023-03-20,2221,886.72,Received,
49945,1458,19,852,2022-09-10,2402,873.65,Cancelled,2022-09-25
49946,317,7,33193,2024-04-10,4172,216.51,In Transit,2024-04-26
49947,652,8,32704,2024-06-21,1806,261.37,Received,2024-07-29
49948,536,24,14203,2025-12-09,1488,912.37,Received,2026-01-22
49949,1368,16,25900,2025-05-26,4071,139.05,Cancelled,2025-06-17
49950,680,1,1450,2024-12-06,556,174.99,Received,2024-12-26
49951,688,10,2485,2022-10-28,52,816.13,Received,2022-12-01
49952,1116,10,10035,2024-11-22,1708,599.81,Cancelled,2024-12-29
49953,1486,12,11622,2026-04-25,428,578.11,Received,2026-05-07
49954,1227,4,7106,2022-10-14,2567,533.13,Received,2022-11-20
49955,221,15,2451,2024-06-16,173,788.93,Received,2024-07-13
49956,593,5,22790,2025-01-13,4508,696.82,Received,2025-02-12
49957,1167,18,4899,2026-03-01,3342,820.73,Received,2026-04-01
49958,1126,4,21736,2024-01-12,3460,553.19,Received,2024-01-26
49959,935,8,12621,2025-01-10,4080,1065.6,Ordered,2025-02-08
49960,109,18,18386,2025-09-28,4657,1149.23,Received,2025-11-03
49961,1063,8,16647,2024-04-13,2222,1215.35,Received,2024-05-17
49962,365,16,10711,2025-04-08,2450,835.93,In Transit,2025-04-30
49963,426,4,17737,2024-05-07,377,305.06,Received,2024-06-12
49964,567,22,22869,2025-07-11,608,322.61,Received,
49965,16,13,23987,2024-05-13,1261,480.23,Received,
49966,113,13,26344,2024-02-06,791,469.83,Received,2024-03-12
49967,995,24,20930,2025-03-08,1870,883.67,Received,2025-04-19
49968,757,20,39877,2023-10-26,3495,445.11,Received,2023-12-03
49969,291,11,30668,2026-04-15,3758,104.74,Received,2026-05-02
49970,1251,24,35416,2025-10-05,2691,151.28,In Transit,2025-10-12
49971,1118,6,38615,2022-11-17,730,846.39,Ordered,2022-12-12
49972,748,12,25374,2022-10-30,1176,136.25,Received,2022-11-22
49973,781,12,28080,2026-02-08,1216,14.74,Ordered,2026-02-23
49974,822,15,27746,2024-05-16,4183,673.8,Received,2024-06-23
49975,1082,24,26740,2022-11-28,3351,794.21,Received,2022-12-16
49976,1431,14,21256,2022-10-28,1541,788.73,Received,2022-11-19
49977,138,13,38123,2026-04-06,60,290.54,Received,2026-05-20
49978,26,4,12667,2022-11-09,4434,610.27,Ordered,2022-12-12
49979,108,21,4827,2023-11-03,416,831.13,Received,2023-11-18
49980,767,24,10896,2026-01-08,2335,375.33,Received,2026-02-14
49981,4,2,32865,2022-11-09,1739,515.09,Cancelled,2022-11-15
49982,186,18,579,2024-04-19,3514,334.98,Received,2024-05-22
49983,201,2,11179,2023-07-11,2509,583.59,Received,2023-07-31
49984,1358,11,17218,2023-10-04,830,86.56,In Transit,
49985,432,19,32166,2025-04-11,2995,1033.44,Cancelled,2025-04-30
49986,524,6,17077,2022-08-20,4545,491.7,Ordered,2022-09-16
49987,825,19,29493,2025-12-07,2308,93.02,Received,2026-01-08
49988,1373,2,36926,2023-07-20,1700,112.76,Ordered,2023-08-30
49989,1032,2,22021,2024-05-03,2163,70.92,Received,2024-06-01
49990,71,4,28697,2023-07-10,2936,196.68,In Transit,2023-08-14
49991,699,16,21143,2024-10-25,3440,677.64,Ordered,2024-11-29
49992,31,11,4444,2024-08-16,4990,1026.82,Ordered,2024-09-22
49993,879,5,8839,2022-06-11,199,1087.6,Received,2022-07-22
49994,934,6,1514,2023-06-19,124,143.1,Received,2023-07-11
49995,1358,17,7463,2026-04-01,658,526.06,Ordered,2026-04-11
49996,1394,23,31499,2025-12-21,3884,659.4,Received,2026-01-19
49997,578,19,33674,2022-11-19,351,64.29,Received,2022-12-07
49998,602,22,9052,2022-11-15,1759,879.6,Received,2022-12-05
49999,861,3,20654,2023-10-27,1900,122.96,In Transit,2023-11-22
50000,628,1,6466,2023-12-25,1497,1312.35,Ordered,2024-01-14
50001,1221,24,38469,2023-12-28,976,529.94,Ordered,2024-02-02
50002,111,2,6293,2024-01-21,2070,489.78,Ordered,2024-02-23
50003,661,24,21425,2026-02-27,1484,558.07,Received,2026-04-12
50004,1170,25,22419,2026-01-10,4670,934.78,Received,2026-01-28
50005,857,16,28357,2025-02-28,935,418.22,Ordered,2025-04-10
50006,494,5,3134,2022-07-22,69,909.12,Received,2022-08-11
50007,649,15,8019,2025-03-22,3482,647.4,Received,2025-03-31
50008,1223,3,20657,2022-12-28,3494,1011.2,Received,2023-01-14
50009,862,8,11885,2023-10-23,3950,959.12,Received,2023-11-09
50010,73,19,14378,2023-05-29,3627,464.66,Received,
50011,121,1,1190,2026-01-12,126,1004.57,Received,2026-02-03
50012,707,8,9884,2026-04-08,521,919.25,Cancelled,2026-05-15
50013,339,9,18639,2023-01-02,938,694.98,In Transit,2023-01-19
50014,273,23,33032,2025-10-30,1728,467.03,Ordered,2025-12-04
50015,256,12,1293,2026-05-25,4945,413.75,Received,
50016,1493,15,17852,2023-05-23,1195,420.47,Received,2023-06-01
50017,99,2,10544,2025-10-29,1279,287.48,Received,2025-12-01
50018,210,17,3405,2024-12-11,4860,850.22,Received,2025-01-15
50019,67,2,5322,2026-02-16,1357,1336.86,In Transit,2026-03-10
50020,862,10,2355,2024-09-08,4618,74.52,Received,2024-09-21
50021,49,16,11425,2023-01-14,1852,121.4,Ordered,
50022,1467,8,38977,2025-01-04,2022,844.19,Ordered,2025-01-11
50023,720,23,29417,2023-01-22,308,806.55,Ordered,2023-03-04
50024,305,20,24522,2022-06-24,1713,1006.87,Received,2022-07-25
50025,393,17,8693,2024-02-09,2283,415.32,In Transit,2024-03-09
50026,1139,7,3291,2023-10-25,4357,1032.26,Cancelled,2023-11-21
50027,768,14,39108,2022-08-26,1953,676.04,Received,2022-09-01
50028,5,13,8519,2023-11-22,341,824.94,Cancelled,2023-12-15
50029,834,11,19459,2025-07-12,4910,636.95,Received,2025-08-06
50030,209,15,11311,2024-10-13,1634,605.51,Ordered,2024-11-23
50031,572,13,1637,2025-09-19,3809,530.9,Ordered,2025-10-07
50032,273,4,18413,2023-04-02,3459,511.66,Received,2023-04-24
50033,1442,13,22039,2023-02-20,3790,595.17,Received,2023-03-30
50034,473,5,6758,2023-05-21,2932,183.02,Received,2023-06-11
50035,66,11,12248,2024-10-15,2323,890.46,Received,2024-11-15
50036,1252,4,35432,2024-08-14,3536,1034.47,Cancelled,2024-09-11
50037,907,4,23540,2022-08-05,1773,419.39,Received,2022-09-14
50038,904,2,9762,2024-02-17,3751,848.92,Ordered,2024-03-06
50039,734,5,23089,2024-11-20,4006,890.55,Ordered,2024-12-29
50040,1160,16,39085,2025-01-02,3179,13.73,In Transit,2025-01-14
50041,608,12,39867,2026-03-15,2163,150.5,Received,2026-04-27
50042,230,6,7637,2025-01-31,1607,348.22,Ordered,2025-03-10
50043,1485,1,21969,2025-03-28,1820,1021.06,Received,2025-05-01
50044,291,14,21355,2026-02-03,1869,132.17,Received,2026-02-18
50045,323,14,9388,2022-12-16,236,738.91,Received,2023-01-11
50046,1269,21,31483,2023-04-04,1143,1166.21,In Transit,2023-05-08
50047,144,14,18420,2025-12-12,3749,139.03,Received,2026-01-24
50048,545,19,3247,2024-09-11,2577,675.51,Received,2024-10-17
50049,91,5,10051,2023-01-29,958,615.47,Received,2023-02-17
50050,850,10,17017,2024-08-13,3002,157.05,In Transit,2024-08-31
50051,1442,6,13396,2025-09-14,1453,1150.96,Received,2025-10-13
50052,803,25,9561,2023-10-15,1343,1066.54,Ordered,2023-11-24
50053,319,10,12273,2025-02-25,449,637.17,Received,2025-04-01
50054,77,13,140,2025-11-30,3261,620.03,Received,2025-12-25
50055,1247,8,28363,2026-07-06,4522,260.6,Received,2026-07-15
50056,465,13,39580,2026-01-07,495,523.83,Received,2026-02-02
50057,895,22,29413,2023-03-30,1510,368.29,Cancelled,2023-04-04
50058,362,1,24974,2024-07-16,2531,973.9,Received,2024-08-11
50059,1381,21,39897,2025-12-01,3037,84.81,In Transit,2026-01-02
50060,680,13,15548,2024-03-13,1186,971.9,In Transit,2024-04-03
50061,422,10,22066,2026-05-06,4126,864.88,Received,2026-05-15
50062,158,2,1517,2025-12-27,2586,387.3,Received,2026-02-04
50063,594,25,27860,2025-09-29,3887,935.32,In Transit,2025-10-11
50064,365,25,11146,2024-07-26,4871,206.05,Received,
50065,1364,21,90,2024-05-20,353,149.97,In Transit,2024-06-15
50066,1412,12,27670,2022-07-05,2732,129.63,Received,2022-07-19
50067,221,4,18462,2025-06-20,485,729.0,In Transit,2025-07-17
50068,450,9,948,2024-08-12,4731,980.96,Ordered,2024-09-17
50069,835,19,23849,2024-02-01,436,529.9,In Transit,2024-03-15
50070,966,3,26949,2024-04-30,2609,839.92,In Transit,2024-06-13
50071,1061,5,27895,2023-11-13,3427,872.91,Received,2023-12-06
50072,916,12,87,2023-12-23,4869,286.8,Ordered,2024-01-27
50073,1205,11,16313,2025-11-03,607,1082.12,Received,
50074,336,6,18905,2025-07-01,4614,215.1,Received,2025-07-13
50075,284,25,16455,2024-02-06,1939,236.57,Ordered,2024-02-20
50076,557,13,14778,2026-02-15,2042,764.13,Received,2026-02-26
50077,936,12,38752,2022-11-22,931,1008.14,Ordered,2022-12-14
50078,940,3,19328,2024-12-06,4770,810.79,Received,2025-01-14
50079,741,13,18384,2025-12-14,4830,707.05,Received,2025-12-27
50080,1033,21,16435,2024-01-22,643,171.39,Received,2024-02-24
50081,1247,16,4562,2024-08-14,2502,1035.72,Received,2024-08-28
50082,442,11,32631,2022-08-07,2154,645.12,In Transit,2022-09-20
50083,806,20,32399,2024-12-24,1198,776.13,Received,2025-01-06
50084,1446,10,37702,2025-03-20,984,75.62,Received,2025-04-30
50085,1437,16,5400,2024-04-04,2617,968.09,Ordered,2024-05-10
50086,546,25,7676,2022-06-27,4922,342.09,Received,2022-07-09
50087,524,17,12555,2024-11-22,3721,10.78,Ordered,2024-12-04
50088,327,18,30997,2026-04-15,327,23.06,Received,2026-04-20
50089,926,24,35660,2022-11-18,2844,106.52,Ordered,2022-12-03
50090,834,2,16262,2022-09-03,96,756.8,Received,2022-09-19
50091,1266,17,38813,2023-05-23,4808,499.04,Received,2023-06-06
50092,1385,13,33958,2023-08-31,684,284.08,Received,2023-09-28
50093,350,12,34286,2023-06-19,1354,856.62,Received,2023-07-20
50094,1349,20,8901,2025-05-20,4723,508.64,Received,2025-06-29
50095,1333,12,18374,2024-12-31,1684,782.9,Received,2025-01-27
50096,986,25,16418,2025-06-08,873,794.08,Ordered,2025-07-22
50097,1100,3,35990,2024-08-14,444,77.09,Received,2024-09-25
50098,123,24,27878,2025-12-07,3261,223.02,Received,2025-12-18
50099,1209,9,32048,2024-02-15,1518,745.63,Received,2024-03-13
50100,1032,23,32015,2022-10-05,4478,880.54,Received,2022-11-09
50101,1258,12,37734,2024-02-15,3587,671.55,Received,2024-03-10
50102,170,17,39911,2025-01-22,1265,549.13,Received,2025-02-07
50103,1249,5,18293,2025-09-22,209,19.37,Received,2025-10-20
50104,377,2,8623,2025-07-11,4421,658.64,Ordered,2025-08-01
50105,1442,3,3300,2023-10-07,261,543.57,In Transit,2023-10-20
50106,897,24,2066,2024-11-03,4368,767.36,Received,2024-11-27
50107,599,13,39886,2023-06-15,3288,267.27,Cancelled,2023-07-19
50108,545,21,5723,2026-01-11,786,315.47,Cancelled,2026-02-01
50109,693,6,38546,2022-10-20,122,2.94,Received,2022-11-19
50110,354,3,39854,2026-06-21,2912,83.46,Received,2026-07-01
50111,253,12,5254,2023-11-15,4156,121.65,Ordered,2023-12-24
50112,982,4,30411,2025-07-17,2988,760.47,Cancelled,
50113,526,9,28089,2026-06-09,3326,1138.5,In Transit,2026-07-16
50114,820,14,35546,2023-11-17,1239,256.12,Received,2023-12-05
50115,517,14,34982,2023-08-27,2461,509.12,Received,2023-09-05
50116,702,9,33819,2024-02-12,3700,50.69,In Transit,2024-02-18
50117,715,14,23621,2022-09-15,3888,629.67,In Transit,2022-09-28
50118,1210,19,15289,2023-01-01,1844,13.71,In Transit,2023-01-30
50119,1083,21,30949,2023-08-10,2496,677.6,Received,2023-08-23
50120,447,21,12263,2024-12-01,1213,1014.05,Received,2024-12-26
50121,182,10,20491,2026-06-29,4585,746.76,Received,2026-07-27
50122,1019,6,35442,2024-03-09,1434,937.71,Ordered,2024-04-06
